date,vegetable,price_per_kg,temperature_c,rainfall_mm,humidity_percent,festival,transport_strike,supply_quantity_ton,demand_index,season,day_of_week
2024-12-15,Spinach,26.63,26.2,0.34,72.43,No,No,19.48,56.31,Winter,Sunday
2024-12-15,Coriander,29.2,24.63,0.28,71.84,No,No,10.52,52.81,Winter,Sunday
2024-12-16,Tomato,37.16,29.14,1.71,74.89,No,No,15.47,69.94,Winter,Monday
2024-12-16,Brinjal,43.27,27.81,0.77,85.69,No,No,14.05,70.53,Winter,Monday
2024-12-16,Onion,44.06,20.28,0.66,72.7,No,No,11.39,40.17,Winter,Monday
2024-12-16,Carrot,56.42,25.3,1.52,84.47,No,No,10.21,72.82,Winter,Monday
2024-12-16,Beans,53.16,26.6,2.81,72.42,No,No,6.66,79.12,Winter,Monday
2024-12-16,Cabbage,39.5,28.67,3.13,63.04,No,No,7.22,62.78,Winter,Monday
2024-12-16,Cauliflower,44.98,24.09,3.71,76.67,No,No,13.57,72.39,Winter,Monday
2024-12-16,Potato,30.86,23.65,1.29,68.7,No,No,19.73,43.33,Winter,Monday
2024-12-16,Chilli,58.42,21.04,3.61,55.97,No,No,5.43,41.1,Winter,Monday
2024-12-16,Pumpkin,37.46,20.65,4.53,58.81,No,No,16.24,94.13,Winter,Monday
2024-12-16,Radish,34.95,22.62,0.94,54.09,No,No,10.57,46.77,Winter,Monday
2024-12-16,Spinach,36.26,25.23,3.27,80.9,No,No,13.57,83.81,Winter,Monday
2024-12-16,Coriander,32.65,21.98,4.73,62.16,No,No,18.49,97.97,Winter,Monday
2024-12-17,Tomato,43.19,21.76,3.69,89.88,No,No,10.68,83.32,Winter,Tuesday
2024-12-17,Brinjal,43.52,21.27,3.74,63.16,No,No,10.87,60.65,Winter,Tuesday
2024-12-17,Onion,48.25,22.82,2.23,50.82,No,No,10.61,58.4,Winter,Tuesday
2024-12-17,Carrot,48.23,23.8,0.03,81.31,No,No,13.16,42.23,Winter,Tuesday
2024-12-17,Beans,44.92,25.09,2.73,63.12,No,No,9.6,48.2,Winter,Tuesday
2024-12-17,Cabbage,39.81,24.02,4.92,77.86,No,No,15.47,93.21,Winter,Tuesday
2024-12-17,Cauliflower,45.23,25.9,0.21,65.55,No,No,13.53,73.5,Winter,Tuesday
2024-12-17,Potato,37.26,25.23,4.1,63.53,No,No,15.19,59.47,Winter,Tuesday
2024-12-17,Chilli,56.22,27.79,3.48,80.33,No,No,18.94,77.38,Winter,Tuesday
2024-12-17,Pumpkin,34.3,27.28,4.72,80.6,No,No,14.1,70.87,Winter,Tuesday
2024-12-17,Radish,46.1,24.19,2.05,51.36,No,No,6.9,89.66,Winter,Tuesday
2024-12-17,Spinach,39.92,25.17,4.07,74.15,No,No,5.56,74.07,Winter,Tuesday
2024-12-17,Coriander,30.78,26.32,1.32,63.12,No,No,16.36,81.14,Winter,Tuesday
2024-12-18,Tomato,47.78,29.03,1.67,81.69,No,No,8.19,97.55,Winter,Wednesday
2024-12-18,Brinjal,42.63,24.39,0.34,57.7,No,No,13.06,63.88,Winter,Wednesday
2024-12-18,Onion,54.59,23.12,2.79,81.16,No,No,11.79,94.22,Winter,Wednesday
2024-12-18,Carrot,56.57,29.92,3.81,75.77,No,No,15.25,91.2,Winter,Wednesday
2024-12-18,Beans,44.97,26.81,3.27,58.31,No,No,13.21,61.07,Winter,Wednesday
2024-12-18,Cabbage,34.77,21.12,0.85,53.4,No,No,10.04,48.98,Winter,Wednesday
2024-12-18,Cauliflower,53.38,28.94,3.52,73.93,No,No,6.56,89.86,Winter,Wednesday
2024-12-18,Potato,43.44,20.4,1.68,53.16,No,No,8.41,66.62,Winter,Wednesday
2024-12-18,Chilli,64.35,28.13,0.34,56.36,No,No,12.27,94.68,Winter,Wednesday
2024-12-18,Pumpkin,32.96,27.25,0.86,50.66,No,No,15.41,68.72,Winter,Wednesday
2024-12-18,Radish,42.21,22.98,0.8,84.77,No,No,14.18,95.7,Winter,Wednesday
2024-12-18,Spinach,37.09,22.1,1.14,71.17,No,No,8.64,70.71,Winter,Wednesday
2024-12-18,Coriander,24.17,28.1,2.98,67.38,No,No,18.04,53.98,Winter,Wednesday
2024-12-19,Tomato,43.1,28.66,1.78,64.6,No,No,9.72,79.51,Winter,Thursday
2024-12-19,Brinjal,37.69,27.34,3.02,60.7,No,No,13.84,41.91,Winter,Thursday
2024-12-19,Onion,50.64,22.2,1.07,65.96,No,No,7.45,59.27,Winter,Thursday
2024-12-19,Carrot,48.88,27.88,4.68,53.17,No,No,14.65,50.67,Winter,Thursday
2024-12-19,Beans,40.97,21.43,1.36,57.27,No,No,18.04,57.99,Winter,Thursday
2024-12-19,Cabbage,40.01,29.89,3.1,89.54,No,No,10.9,78.2,Winter,Thursday
2024-12-19,Cauliflower,39.92,26.44,1.97,58.3,No,No,14.72,51.12,Winter,Thursday
2024-12-19,Potato,48.2,24.86,1.19,57.25,No,No,8.85,91.98,Winter,Thursday
2024-12-19,Chilli,55.84,28.0,0.18,89.95,No,No,19.24,76.55,Winter,Thursday
2024-12-19,Pumpkin,44.65,23.13,4.39,63.05,No,No,6.57,96.24,Winter,Thursday
2024-12-19,Radish,33.08,28.76,2.08,84.19,No,No,18.79,66.16,Winter,Thursday
2024-12-19,Spinach,38.62,23.09,3.41,58.02,No,No,9.63,81.83,Winter,Thursday
2024-12-19,Coriander,28.12,24.19,1.42,72.17,No,No,19.95,80.44,Winter,Thursday
2024-12-20,Tomato,47.8,28.1,3.77,51.2,No,Yes,5.36,72.78,Winter,Friday
2024-12-20,Brinjal,41.71,28.59,2.63,60.94,No,Yes,12.88,43.62,Winter,Friday
2024-12-20,Onion,44.45,20.47,1.01,82.28,No,Yes,19.28,54.72,Winter,Friday
2024-12-20,Carrot,56.05,20.82,2.04,79.7,No,Yes,6.01,41.26,Winter,Friday
2024-12-20,Beans,49.2,21.9,3.75,86.95,No,Yes,17.57,82.47,Winter,Friday
2024-12-20,Cabbage,34.66,26.11,1.21,52.85,No,Yes,18.28,62.27,Winter,Friday
2024-12-20,Cauliflower,39.84,21.04,3.3,58.89,No,Yes,19.97,54.08,Winter,Friday
2024-12-20,Potato,44.42,21.31,0.26,63.58,No,Yes,17.27,87.53,Winter,Friday
2024-12-20,Chilli,65.66,21.48,1.42,87.56,No,Yes,9.91,77.98,Winter,Friday
2024-12-20,Pumpkin,38.0,24.62,4.51,88.71,No,Yes,18.7,90.44,Winter,Friday
2024-12-20,Radish,44.83,23.52,3.45,84.85,No,Yes,10.81,81.98,Winter,Friday
2024-12-20,Spinach,41.62,20.85,4.96,64.61,No,Yes,12.37,91.42,Winter,Friday
2024-12-20,Coriander,43.55,28.07,1.1,62.92,No,Yes,6.84,96.69,Winter,Friday
2024-12-21,Tomato,34.9,21.93,2.05,79.91,No,No,19.67,73.36,Winter,Saturday
2024-12-21,Brinjal,39.02,27.17,2.51,63.57,No,No,19.92,69.8,Winter,Saturday
2024-12-21,Onion,49.36,21.67,0.16,60.83,No,No,9.6,60.39,Winter,Saturday
2024-12-21,Carrot,60.24,21.95,1.25,54.54,No,No,9.99,91.18,Winter,Saturday
2024-12-21,Beans,44.2,21.19,3.51,62.95,No,No,10.1,46.33,Winter,Saturday
2024-12-21,Cabbage,31.45,24.19,0.68,66.63,No,No,13.2,43.47,Winter,Saturday
2024-12-21,Cauliflower,50.22,25.81,3.69,64.92,No,No,13.34,97.77,Winter,Saturday
2024-12-21,Potato,41.92,25.1,3.08,60.31,No,No,7.97,57.51,Winter,Saturday
2024-12-21,Chilli,62.87,21.22,4.54,59.74,No,No,7.99,72.31,Winter,Saturday
2024-12-21,Pumpkin,37.26,26.53,4.37,54.29,No,No,17.62,97.96,Winter,Saturday
2024-12-21,Radish,39.3,21.03,3.63,71.12,No,No,19.17,98.58,Winter,Saturday
2024-12-21,Spinach,41.47,21.72,4.83,77.76,No,No,9.85,96.82,Winter,Saturday
2024-12-21,Coriander,30.29,27.1,2.27,66.32,No,No,17.68,83.35,Winter,Saturday
2024-12-22,Tomato,37.02,24.02,3.39,89.23,No,No,11.41,55.01,Winter,Sunday
2024-12-22,Brinjal,44.98,21.14,2.01,57.09,No,No,6.68,53.3,Winter,Sunday
2024-12-22,Onion,46.38,28.94,2.9,89.07,No,No,14.94,64.21,Winter,Sunday
2024-12-22,Carrot,56.51,26.18,1.11,82.41,No,No,6.96,61.9,Winter,Sunday
2024-12-22,Beans,39.11,23.17,1.15,74.47,No,No,16.21,42.3,Winter,Sunday
2024-12-22,Cabbage,41.97,29.75,4.24,89.64,No,No,5.4,68.75,Winter,Sunday
2024-12-22,Cauliflower,43.1,29.1,1.76,61.53,No,No,7.99,43.48,Winter,Sunday
2024-12-22,Potato,49.41,29.62,2.99,54.63,No,No,7.68,93.91,Winter,Sunday
2024-12-22,Chilli,59.84,21.48,4.38,63.59,No,No,18.03,92.3,Winter,Sunday
2024-12-22,Pumpkin,34.72,28.64,0.53,64.85,No,No,8.94,54.87,Winter,Sunday
2024-12-22,Radish,39.27,27.05,4.19,75.58,No,No,6.98,55.77,Winter,Sunday
2024-12-22,Spinach,29.71,25.76,1.83,77.94,No,No,13.01,49.07,Winter,Sunday
2024-12-22,Coriander,34.47,23.68,1.05,62.96,No,No,15.48,96.51,Winter,Sunday
2024-12-23,Tomato,41.26,28.46,3.33,59.3,No,No,5.91,56.97,Winter,Monday
2024-12-23,Brinjal,44.6,22.17,2.82,51.84,No,No,6.69,51.42,Winter,Monday
2024-12-23,Onion,50.74,20.52,2.62,62.13,No,No,6.95,58.03,Winter,Monday
2024-12-23,Carrot,58.38,27.53,0.58,68.45,No,No,12.59,90.94,Winter,Monday
2024-12-23,Beans,55.09,28.43,1.38,84.15,No,No,6.2,87.16,Winter,Monday
2024-12-23,Cabbage,34.98,22.53,0.79,67.72,No,No,9.35,47.65,Winter,Monday
2024-12-23,Cauliflower,44.3,20.22,1.98,89.47,No,No,14.64,72.75,Winter,Monday
2024-12-23,Potato,36.87,26.45,4.98,56.17,No,No,19.43,72.33,Winter,Monday
2024-12-23,Chilli,55.94,28.94,0.43,66.43,No,No,18.44,74.24,Winter,Monday
2024-12-23,Pumpkin,37.95,28.56,0.79,82.87,No,No,5.1,57.61,Winter,Monday
2024-12-23,Radish,27.99,28.72,4.6,70.59,No,No,19.05,41.62,Winter,Monday
2024-12-23,Spinach,26.96,25.16,4.57,76.07,No,No,15.6,44.4,Winter,Monday
2024-12-23,Coriander,33.05,22.69,0.53,68.93,No,No,16.43,92.77,Winter,Monday
2024-12-24,Tomato,41.53,22.62,0.83,55.3,No,No,8.98,69.07,Winter,Tuesday
2024-12-24,Brinjal,47.59,20.29,3.86,76.97,No,No,12.21,85.67,Winter,Tuesday
2024-12-24,Onion,53.27,23.84,0.53,82.26,No,No,11.78,87.6,Winter,Tuesday
2024-12-24,Carrot,46.73,29.23,3.1,84.31,No,No,17.8,50.94,Winter,Tuesday
2024-12-24,Beans,48.16,24.86,4.13,52.46,No,No,13.52,78.14,Winter,Tuesday
2024-12-24,Cabbage,31.59,23.31,4.24,69.06,No,No,13.48,45.13,Winter,Tuesday
2024-12-24,Cauliflower,50.02,29.37,2.26,82.27,No,No,13.74,98.18,Winter,Tuesday
2024-12-24,Potato,50.94,27.36,2.82,84.34,No,No,5.08,92.47,Winter,Tuesday
2024-12-24,Chilli,59.16,26.23,3.18,57.68,No,No,8.86,56.82,Winter,Tuesday
2024-12-24,Pumpkin,30.77,28.84,0.3,72.34,No,No,12.41,47.3,Winter,Tuesday
2024-12-24,Radish,34.84,22.72,2.75,59.57,No,No,14.66,60.49,Winter,Tuesday
2024-12-24,Spinach,30.13,26.7,1.23,81.32,No,No,10.69,43.07,Winter,Tuesday
2024-12-24,Coriander,27.06,23.69,1.26,71.24,No,No,16.95,64.64,Winter,Tuesday
2024-12-25,Tomato,39.21,22.01,2.43,56.21,No,No,18.66,91.36,Winter,Wednesday
2024-12-25,Brinjal,39.19,29.52,2.19,52.22,No,No,16.31,58.03,Winter,Wednesday
2024-12-25,Onion,50.34,26.46,1.48,77.95,No,No,15.12,84.61,Winter,Wednesday
2024-12-25,Carrot,61.56,20.96,4.82,54.82,No,No,8.33,91.95,Winter,Wednesday
2024-12-25,Beans,53.42,26.15,0.75,60.51,No,No,9.79,91.37,Winter,Wednesday
2024-12-25,Cabbage,31.52,26.65,4.9,57.44,No,No,16.81,56.44,Winter,Wednesday
2024-12-25,Cauliflower,43.5,25.03,3.08,56.91,No,No,10.99,55.96,Winter,Wednesday
2024-12-25,Potato,39.55,24.35,0.33,52.16,No,No,16.68,76.11,Winter,Wednesday
2024-12-25,Chilli,59.0,25.29,3.6,85.84,No,No,16.25,81.87,Winter,Wednesday
2024-12-25,Pumpkin,27.93,29.17,0.72,52.79,No,No,19.04,56.29,Winter,Wednesday
2024-12-25,Radish,31.65,28.1,2.44,88.04,No,No,14.77,44.93,Winter,Wednesday
2024-12-25,Spinach,28.5,27.04,2.54,61.34,No,No,18.84,63.46,Winter,Wednesday
2024-12-25,Coriander,26.59,27.71,3.65,88.06,No,No,18.24,66.81,Winter,Wednesday
2024-12-26,Tomato,33.98,23.62,3.74,76.94,No,No,18.02,62.99,Winter,Thursday
2024-12-26,Brinjal,50.15,25.81,4.6,74.09,No,No,6.91,79.96,Winter,Thursday
2024-12-26,Onion,50.19,22.31,4.5,84.2,No,No,15.77,86.12,Winter,Thursday
2024-12-26,Carrot,56.85,29.63,2.08,57.64,No,No,13.18,85.39,Winter,Thursday
2024-12-26,Beans,42.59,25.18,4.68,50.74,No,No,16.13,59.42,Winter,Thursday
2024-12-26,Cabbage,36.49,20.24,3.18,67.93,No,No,17.31,83.02,Winter,Thursday
2024-12-26,Cauliflower,39.83,25.11,0.6,54.28,No,No,15.27,52.58,Winter,Thursday
2024-12-26,Potato,32.06,21.68,0.33,55.46,No,No,17.44,41.36,Winter,Thursday
2024-12-26,Chilli,60.9,25.42,1.77,76.68,No,No,9.98,69.42,Winter,Thursday
2024-12-26,Pumpkin,38.37,21.56,1.62,66.86,No,No,6.54,64.72,Winter,Thursday
2024-12-26,Radish,40.26,27.28,3.31,89.04,No,No,16.98,95.74,Winter,Thursday
2024-12-26,Spinach,43.42,26.87,1.9,67.0,No,No,5.76,92.26,Winter,Thursday
2024-12-26,Coriander,30.68,24.59,1.3,54.14,No,No,19.99,93.37,Winter,Thursday
2024-12-27,Tomato,40.95,24.45,3.04,61.08,No,No,12.76,79.42,Winter,Friday
2024-12-27,Brinjal,38.24,27.96,2.07,57.79,No,No,19.88,65.79,Winter,Friday
2024-12-27,Onion,42.94,26.55,2.03,67.8,No,No,18.93,60.94,Winter,Friday
2024-12-27,Carrot,59.53,22.14,3.87,52.33,No,No,6.33,74.8,Winter,Friday
2024-12-27,Beans,46.73,23.1,2.89,65.99,No,No,7.65,50.45,Winter,Friday
2024-12-27,Cabbage,38.84,24.24,3.1,59.34,No,No,17.19,94.38,Winter,Friday
2024-12-27,Cauliflower,45.7,20.69,3.47,58.52,No,No,12.57,72.48,Winter,Friday
2024-12-27,Potato,41.35,26.78,3.78,83.9,No,No,17.72,88.79,Winter,Friday
2024-12-27,Chilli,57.28,25.12,2.69,79.92,No,No,19.63,85.13,Winter,Friday
2024-12-27,Pumpkin,34.95,28.46,0.51,58.43,No,No,11.7,65.68,Winter,Friday
2024-12-27,Radish,44.61,25.14,4.96,67.34,No,No,5.47,77.19,Winter,Friday
2024-12-27,Spinach,33.26,28.0,3.57,84.93,No,No,19.24,88.66,Winter,Friday
2024-12-27,Coriander,33.96,21.99,0.36,75.21,No,No,7.81,67.13,Winter,Friday
2024-12-28,Tomato,36.81,20.67,1.36,51.81,No,No,8.84,44.98,Winter,Saturday
2024-12-28,Brinjal,52.0,28.22,1.09,52.22,No,No,9.95,99.85,Winter,Saturday
2024-12-28,Onion,47.89,24.74,4.72,86.62,No,No,13.47,66.62,Winter,Saturday
2024-12-28,Carrot,47.68,24.1,3.49,75.89,No,No,15.34,47.1,Winter,Saturday
2024-12-28,Beans,45.48,27.18,2.57,76.79,No,No,12.88,62.5,Winter,Saturday
2024-12-28,Cabbage,38.5,26.17,0.5,83.84,No,No,18.06,95.7,Winter,Saturday
2024-12-28,Cauliflower,45.35,23.91,4.31,89.29,No,No,11.82,68.13,Winter,Saturday
2024-12-28,Potato,41.84,29.7,3.03,72.48,No,No,7.59,55.74,Winter,Saturday
2024-12-28,Chilli,64.59,27.29,3.1,70.86,No,No,12.93,98.2,Winter,Saturday
2024-12-28,Pumpkin,41.51,26.38,3.74,52.99,No,No,5.87,78.11,Winter,Saturday
2024-12-28,Radish,45.54,23.17,0.76,69.66,No,No,9.94,97.5,Winter,Saturday
2024-12-28,Spinach,29.52,29.79,4.39,60.06,No,No,17.39,63.44,Winter,Saturday
2024-12-28,Coriander,22.89,21.01,1.42,66.5,No,No,19.36,52.23,Winter,Saturday
2024-12-29,Tomato,35.08,29.53,1.66,64.57,No,No,16.14,61.87,Winter,Sunday
2024-12-29,Brinjal,40.71,23.58,1.3,89.51,No,No,11.83,49.95,Winter,Sunday
2024-12-29,Onion,49.35,22.78,1.19,80.75,No,No,13.35,73.47,Winter,Sunday
2024-12-29,Carrot,48.26,29.9,4.89,52.38,No,No,18.89,62.4,Winter,Sunday
2024-12-29,Beans,44.16,28.03,1.52,59.98,No,No,10.21,46.52,Winter,Sunday
2024-12-29,Cabbage,32.7,23.51,1.19,79.98,No,No,15.28,56.98,Winter,Sunday
2024-12-29,Cauliflower,47.29,20.96,2.55,80.49,No,No,6.12,57.85,Winter,Sunday
2024-12-29,Potato,38.11,27.0,1.39,86.86,No,No,13.3,57.12,Winter,Sunday
2024-12-29,Chilli,52.48,27.75,1.82,53.17,No,No,19.58,60.93,Winter,Sunday
2024-12-29,Pumpkin,37.77,23.91,3.58,69.41,No,No,12.72,83.36,Winter,Sunday
2024-12-29,Radish,33.3,21.61,4.5,70.69,No,No,19.89,71.14,Winter,Sunday
2024-12-29,Spinach,31.8,23.78,0.59,75.64,No,No,15.58,68.52,Winter,Sunday
2024-12-29,Coriander,31.02,21.83,4.78,86.8,No,No,11.2,64.32,Winter,Sunday
2024-12-30,Tomato,41.83,23.57,0.59,79.54,No,No,15.71,94.13,Winter,Monday
2024-12-30,Brinjal,52.16,20.73,3.64,88.96,No,No,8.42,95.29,Winter,Monday
2024-12-30,Onion,51.61,29.34,0.75,86.17,No,No,10.91,76.25,Winter,Monday
2024-12-30,Carrot,53.33,21.73,1.48,69.19,No,No,9.73,55.69,Winter,Monday
2024-12-30,Beans,52.8,29.55,4.34,54.94,No,No,8.67,84.37,Winter,Monday
2024-12-30,Cabbage,40.9,20.24,4.37,85.77,No,No,6.34,66.68,Winter,Monday
2024-12-30,Cauliflower,43.56,21.72,4.38,58.43,No,No,19.47,85.92,Winter,Monday
2024-12-30,Potato,40.55,21.65,4.25,50.58,No,No,13.31,69.34,Winter,Monday
2024-12-30,Chilli,59.15,22.16,4.92,69.42,No,No,10.6,62.86,Winter,Monday
2024-12-30,Pumpkin,44.37,20.6,3.18,89.98,No,No,6.24,93.67,Winter,Monday
2024-12-30,Radish,44.62,22.36,2.51,53.6,No,No,8.82,88.96,Winter,Monday
2024-12-30,Spinach,32.06,23.0,0.43,83.06,No,No,13.63,63.03,Winter,Monday
2024-12-30,Coriander,37.85,21.94,3.59,89.11,No,No,5.06,76.95,Winter,Monday
2024-12-31,Tomato,43.17,27.67,3.61,82.69,No,No,11.29,85.37,Winter,Tuesday
2024-12-31,Brinjal,46.86,29.12,1.93,68.36,No,No,13.49,86.51,Winter,Tuesday
2024-12-31,Onion,47.87,29.54,2.19,53.51,No,No,10.85,57.32,Winter,Tuesday
2024-12-31,Carrot,58.8,25.46,4.13,50.85,No,No,10.08,84.29,Winter,Tuesday
2024-12-31,Beans,47.39,28.29,3.71,72.43,No,No,17.79,89.23,Winter,Tuesday
2024-12-31,Cabbage,26.92,26.39,2.59,72.11,No,No,18.98,41.03,Winter,Tuesday
2024-12-31,Cauliflower,38.9,23.62,3.34,87.68,No,No,14.62,45.67,Winter,Tuesday
2024-12-31,Potato,35.02,22.07,3.06,64.96,No,No,15.34,48.78,Winter,Tuesday
2024-12-31,Chilli,65.62,27.51,1.68,88.13,No,No,6.33,80.24,Winter,Tuesday
2024-12-31,Pumpkin,34.39,27.23,1.26,57.81,No,No,9.32,54.57,Winter,Tuesday
2024-12-31,Radish,32.01,26.85,4.77,83.13,No,No,15.79,50.32,Winter,Tuesday
2024-12-31,Spinach,23.57,28.8,3.97,64.7,No,No,19.42,40.83,Winter,Tuesday
2024-12-31,Coriander,35.51,22.9,0.28,65.42,No,No,6.65,70.82,Winter,Tuesday
2025-01-01,Tomato,32.85,26.81,2.75,62.19,No,No,13.64,42.01,Spring,Wednesday
2025-01-01,Brinjal,41.38,22.54,2.57,56.72,No,No,19.77,81.09,Spring,Wednesday
2025-01-01,Onion,60.02,26.57,1.17,56.2,No,No,5.51,99.36,Spring,Wednesday
2025-01-01,Carrot,48.21,25.75,2.83,64.47,No,No,16.69,54.45,Spring,Wednesday
2025-01-01,Beans,45.1,21.88,0.51,71.99,No,No,8.58,45.55,Spring,Wednesday
2025-01-01,Cabbage,43.33,27.1,0.13,84.59,No,No,10.71,94.11,Spring,Wednesday
2025-01-01,Cauliflower,37.3,29.83,1.1,61.07,No,No,19.45,54.56,Spring,Wednesday
2025-01-01,Potato,32.13,25.19,2.07,62.8,No,No,19.73,49.71,Spring,Wednesday
2025-01-01,Chilli,55.21,27.23,1.26,50.5,No,No,19.19,73.21,Spring,Wednesday
2025-01-01,Pumpkin,39.13,22.82,3.29,87.13,No,No,7.72,72.69,Spring,Wednesday
2025-01-01,Radish,38.07,21.1,1.04,67.02,No,No,8.3,54.42,Spring,Wednesday
2025-01-01,Spinach,44.08,29.86,3.38,71.41,No,No,6.3,97.47,Spring,Wednesday
2025-01-01,Coriander,28.25,28.69,2.55,89.6,No,No,18.72,76.75,Spring,Wednesday
2025-01-02,Tomato,41.38,23.63,0.79,78.7,No,No,9.37,69.67,Spring,Thursday
2025-01-02,Brinjal,48.52,25.67,0.52,54.04,No,No,7.32,73.23,Spring,Thursday
2025-01-02,Onion,44.75,25.4,4.14,89.64,No,No,19.81,73.06,Spring,Thursday
2025-01-02,Carrot,55.34,24.98,4.47,55.32,No,No,7.85,59.18,Spring,Thursday
2025-01-02,Beans,54.69,26.77,0.53,70.84,No,No,6.41,85.91,Spring,Thursday
2025-01-02,Cabbage,37.0,27.63,3.47,75.9,No,No,19.73,94.08,Spring,Thursday
2025-01-02,Cauliflower,47.68,28.04,3.19,74.27,No,No,11.28,77.88,Spring,Thursday
2025-01-02,Potato,32.64,27.53,4.92,82.02,No,No,17.89,45.81,Spring,Thursday
2025-01-02,Chilli,59.78,27.56,2.58,51.42,No,No,17.44,89.95,Spring,Thursday
2025-01-02,Pumpkin,41.86,21.29,4.4,57.57,No,No,11.19,98.47,Spring,Thursday
2025-01-02,Radish,45.94,20.45,3.31,68.81,No,No,9.33,97.37,Spring,Thursday
2025-01-02,Spinach,40.21,27.91,2.2,57.04,No,No,10.46,92.64,Spring,Thursday
2025-01-02,Coriander,25.19,28.6,1.7,62.15,No,No,14.25,45.84,Spring,Thursday
2025-01-03,Tomato,37.32,29.36,4.36,78.31,No,No,15.57,71.09,Spring,Friday
2025-01-03,Brinjal,42.18,23.86,4.9,72.09,No,No,9.88,50.47,Spring,Friday
2025-01-03,Onion,45.42,24.01,3.01,73.21,No,No,15.3,60.63,Spring,Friday
2025-01-03,Carrot,50.96,28.09,1.21,83.13,No,No,15.92,65.53,Spring,Friday
2025-01-03,Beans,52.27,24.0,4.2,66.73,No,No,7.41,77.3,Spring,Friday
2025-01-03,Cabbage,37.88,22.49,0.65,71.67,No,No,9.08,61.2,Spring,Friday
2025-01-03,Cauliflower,37.25,23.24,0.97,51.76,No,No,19.01,52.77,Spring,Friday
2025-01-03,Potato,40.75,25.07,1.36,58.95,No,No,17.75,85.89,Spring,Friday
2025-01-03,Chilli,62.46,23.4,2.6,77.1,No,No,13.01,87.84,Spring,Friday
2025-01-03,Pumpkin,31.32,23.07,4.0,76.61,No,No,15.98,62.52,Spring,Friday
2025-01-03,Radish,34.56,28.14,1.24,58.63,No,No,15.4,61.68,Spring,Friday
2025-01-03,Spinach,27.12,29.51,3.85,58.41,No,No,15.16,43.68,Spring,Friday
2025-01-03,Coriander,30.58,24.86,4.34,74.37,No,No,10.61,60.03,Spring,Friday
2025-01-04,Tomato,44.52,21.12,4.7,88.93,No,No,10.44,89.15,Spring,Saturday
2025-01-04,Brinjal,40.77,23.22,4.02,55.31,No,No,13.89,57.45,Spring,Saturday
2025-01-04,Onion,50.34,23.23,3.03,51.68,No,No,16.68,90.07,Spring,Saturday
2025-01-04,Carrot,52.04,26.21,4.36,64.35,No,No,17.55,76.63,Spring,Saturday
2025-01-04,Beans,56.3,20.9,2.69,64.27,No,No,5.37,90.31,Spring,Saturday
2025-01-04,Cabbage,44.25,27.07,5.0,73.19,No,No,5.01,78.76,Spring,Saturday
2025-01-04,Cauliflower,38.79,21.16,2.67,65.6,No,No,18.13,57.41,Spring,Saturday
2025-01-04,Potato,37.61,25.37,1.67,72.96,No,No,9.22,40.33,Spring,Saturday
2025-01-04,Chilli,63.36,24.88,2.06,83.22,No,No,10.9,84.95,Spring,Saturday
2025-01-04,Pumpkin,38.51,22.6,2.57,84.35,No,No,15.46,96.68,Spring,Saturday
2025-01-04,Radish,34.45,20.66,1.91,89.91,No,No,9.62,40.94,Spring,Saturday
2025-01-04,Spinach,30.86,25.39,4.67,75.51,No,No,13.33,55.93,Spring,Saturday
2025-01-04,Coriander,23.95,28.95,2.18,68.45,No,No,17.02,49.32,Spring,Saturday
2025-01-05,Tomato,47.61,26.65,0.99,84.86,No,No,6.42,90.51,Spring,Sunday
2025-01-05,Brinjal,35.78,26.35,1.23,74.12,No,No,18.26,47.81,Spring,Sunday
2025-01-05,Onion,51.34,27.32,4.93,66.4,No,No,8.69,67.09,Spring,Sunday
2025-01-05,Carrot,57.23,24.47,4.19,80.2,No,No,11.93,82.93,Spring,Sunday
2025-01-05,Beans,49.77,24.11,1.97,51.3,No,No,7.52,65.16,Spring,Sunday
2025-01-05,Cabbage,30.27,24.17,2.41,62.0,No,No,16.02,47.41,Spring,Sunday
2025-01-05,Cauliflower,42.87,29.83,2.21,65.29,No,No,17.44,75.38,Spring,Sunday
2025-01-05,Potato,37.89,20.36,0.18,72.44,No,No,17.87,71.98,Spring,Sunday
2025-01-05,Chilli,63.54,25.13,0.62,61.64,No,No,8.14,76.2,Spring,Sunday
2025-01-05,Pumpkin,37.38,27.75,2.59,69.2,No,No,12.92,82.14,Spring,Sunday
2025-01-05,Radish,32.31,22.74,2.4,74.52,No,No,14.46,47.15,Spring,Sunday
2025-01-05,Spinach,34.43,29.41,4.76,74.25,No,No,8.14,55.62,Spring,Sunday
2025-01-05,Coriander,26.47,24.36,4.73,76.68,No,No,13.0,47.83,Spring,Sunday
2025-01-06,Tomato,37.86,27.84,2.12,50.88,No,No,8.19,47.95,Spring,Monday
2025-01-06,Brinjal,49.77,29.82,3.87,74.23,No,No,12.68,98.25,Spring,Monday
2025-01-06,Onion,47.38,24.87,4.53,69.01,No,No,10.62,54.09,Spring,Monday
2025-01-06,Carrot,57.42,25.62,4.92,56.68,No,No,5.5,61.36,Spring,Monday
2025-01-06,Beans,47.79,22.49,1.74,85.01,No,No,5.66,48.75,Spring,Monday
2025-01-06,Cabbage,29.14,23.68,0.33,58.35,No,No,16.54,43.57,Spring,Monday
2025-01-06,Cauliflower,42.35,25.04,2.97,54.33,No,No,18.11,75.13,Spring,Monday
2025-01-06,Potato,36.54,25.99,1.91,58.52,No,No,14.75,54.33,Spring,Monday
